PURPOSE,DOMAIN_CATEGORY,DOMAIN_NAME,DATA_PROGRAM,DATA_METHOD,DATA_TYPE,UNITS,REPORT_YEAR,DATE,REEFPAGE_CATEGORY,REEF_ZONE,DEPTH,SHELF,VARIABLE,mean,median,lower,upper
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Total fishes,892.8760264583684,889.9485302036264,772.0995016733606,994.3908301362928
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Total fishes,714.2455567732133,711.5114146919939,626.660904717938,803.699864863659
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Total fishes,760.9674210304952,758.7249238072471,669.5860450164164,856.8550059608294
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Total fishes,1103.129216575509,1100.8497399335379,957.3390319663665,1229.9353115391577
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Total fishes,828.8962450877139,826.6206565158736,722.7937053040765,931.3964509261217
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Total fishes,1234.197615595543,1230.3284220006963,1084.3422616121356,1391.764673644651
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Total fishes,1114.892751575749,1111.6176640922185,975.5643487116749,1254.4249930743674
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Total fishes,1011.4367096982262,1009.047865228236,881.8800944396964,1134.0963476959569
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Total fishes,660.118003948947,658.1385724516458,577.2994712094039,743.6640842535885
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Total fishes,822.9006462963214,820.4176728053595,720.5692760100225,923.9163033501162
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Total fishes,769.8581993809356,767.3951548902038,678.5977730461539,872.9020482948715
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Total fishes,905.2628890859205,901.0326996093236,801.5743950979007,1026.9464923897108
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Total fishes,1063.5602831780398,1060.240113793221,926.3334319023679,1194.4707345046652
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Total fishes,1076.5181694013925,1074.7449122108105,935.1187603439897,1202.4856494654869
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Total fishes,677.4754791573779,675.9399353445287,585.6778893985354,756.7715223853295
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Total fishes,741.9047391150048,740.4903588519176,648.0488468390201,836.2706399345329
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Total fishes,595.5788031613629,593.0953163298124,523.2506840781128,671.0855295079999
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Total fishes,564.841919506769,563.4460879391257,492.06968383458553,632.0334211834248
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Total fishes,676.6710546426474,674.2711506544817,597.4738809236059,765.9322786870908
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Total fishes,658.2403030703558,656.1232733320915,578.3870692034961,743.13761545576
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Total fishes,693.3852217482619,691.4799993262732,606.9199944891783,781.3188083694181
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Total fishes,653.6686564981725,651.8384349710175,570.8794460263989,733.8653345558178
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Total fishes,761.5825458651219,759.841061024448,672.9868247796244,863.8751487988942
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Total fishes,693.7070012146422,692.222571058448,603.5312664052475,777.3318167580109
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Total fishes,856.9299342505333,855.2896483142379,739.9713677494384,953.1182006807094
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Total fishes,671.6727961569454,670.164592028545,594.1070371734809,761.2678568597241
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Total fishes,715.2271588244727,713.695835803587,624.3364688889461,805.4091462778007
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Total fishes,660.9824003676048,659.8375476342128,585.9739398435769,753.0952245069947
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Total fishes,578.385365048385,576.8278925500906,507.1390185430988,651.1778229859926
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Total fishes,594.6521959900203,593.1285169472314,516.5589404142336,665.3478875510971
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Total fishes,892.8760264583684,889.9485302036264,772.0995016733606,994.3908301362928
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Total fishes,714.2455567732133,711.5114146919939,626.660904717938,803.699864863659
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Total fishes,760.9674210304952,758.7249238072471,669.5860450164164,856.8550059608294
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Total fishes,1103.129216575509,1100.8497399335379,957.3390319663665,1229.9353115391577
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Total fishes,828.8962450877139,826.6206565158736,722.7937053040765,931.3964509261217
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Total fishes,1234.197615595543,1230.3284220006963,1084.3422616121356,1391.764673644651
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Total fishes,1114.892751575749,1111.6176640922185,975.5643487116749,1254.4249930743674
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Total fishes,1011.4367096982262,1009.047865228236,881.8800944396964,1134.0963476959569
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Total fishes,660.118003948947,658.1385724516458,577.2994712094039,743.6640842535885
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Total fishes,822.9006462963214,820.4176728053595,720.5692760100225,923.9163033501162
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Total fishes,769.8581993809356,767.3951548902038,678.5977730461539,872.9020482948715
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Total fishes,905.2628890859205,901.0326996093236,801.5743950979007,1026.9464923897108
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Total fishes,1063.5602831780398,1060.240113793221,926.3334319023679,1194.4707345046652
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Total fishes,1076.5181694013925,1074.7449122108105,935.1187603439897,1202.4856494654869
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Total fishes,677.4754791573779,675.9399353445287,585.6778893985354,756.7715223853295
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Total fishes,741.9047391150048,740.4903588519176,648.0488468390201,836.2706399345329
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Total fishes,595.5788031613629,593.0953163298124,523.2506840781128,671.0855295079999
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Total fishes,564.841919506769,563.4460879391257,492.06968383458553,632.0334211834248
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Total fishes,676.6710546426474,674.2711506544817,597.4738809236059,765.9322786870908
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Total fishes,658.2403030703558,656.1232733320915,578.3870692034961,743.13761545576
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Total fishes,693.3852217482619,691.4799993262732,606.9199944891783,781.3188083694181
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Total fishes,653.6686564981725,651.8384349710175,570.8794460263989,733.8653345558178
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Total fishes,761.5825458651219,759.841061024448,672.9868247796244,863.8751487988942
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Total fishes,693.7070012146422,692.222571058448,603.5312664052475,777.3318167580109
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Total fishes,856.9299342505333,855.2896483142379,739.9713677494384,953.1182006807094
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Total fishes,671.6727961569454,670.164592028545,594.1070371734809,761.2678568597241
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Total fishes,715.2271588244727,713.695835803587,624.3364688889461,805.4091462778007
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Total fishes,660.9824003676048,659.8375476342128,585.9739398435769,753.0952245069947
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Total fishes,578.385365048385,576.8278925500906,507.1390185430988,651.1778229859926
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Total fishes,594.6521959900203,593.1285169472314,516.5589404142336,665.3478875510971
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Total fishes,892.8760264583684,889.9485302036264,772.0995016733606,994.3908301362928
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Total fishes,714.2455567732133,711.5114146919939,626.660904717938,803.699864863659
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Total fishes,760.9674210304952,758.7249238072471,669.5860450164164,856.8550059608294
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Total fishes,1103.129216575509,1100.8497399335379,957.3390319663665,1229.9353115391577
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Total fishes,828.8962450877139,826.6206565158736,722.7937053040765,931.3964509261217
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Total fishes,1234.197615595543,1230.3284220006963,1084.3422616121356,1391.764673644651
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Total fishes,1114.892751575749,1111.6176640922185,975.5643487116749,1254.4249930743674
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Total fishes,1011.4367096982262,1009.047865228236,881.8800944396964,1134.0963476959569
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Total fishes,660.118003948947,658.1385724516458,577.2994712094039,743.6640842535885
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Total fishes,822.9006462963214,820.4176728053595,720.5692760100225,923.9163033501162
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Total fishes,769.8581993809356,767.3951548902038,678.5977730461539,872.9020482948715
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Total fishes,905.2628890859205,901.0326996093236,801.5743950979007,1026.9464923897108
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Total fishes,1063.5602831780398,1060.240113793221,926.3334319023679,1194.4707345046652
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Total fishes,1076.5181694013925,1074.7449122108105,935.1187603439897,1202.4856494654869
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Total fishes,677.4754791573779,675.9399353445287,585.6778893985354,756.7715223853295
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Total fishes,741.9047391150048,740.4903588519176,648.0488468390201,836.2706399345329
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Total fishes,595.5788031613629,593.0953163298124,523.2506840781128,671.0855295079999
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Total fishes,564.841919506769,563.4460879391257,492.06968383458553,632.0334211834248
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Total fishes,676.6710546426474,674.2711506544817,597.4738809236059,765.9322786870908
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Total fishes,658.2403030703558,656.1232733320915,578.3870692034961,743.13761545576
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Total fishes,693.3852217482619,691.4799993262732,606.9199944891783,781.3188083694181
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Total fishes,653.6686564981725,651.8384349710175,570.8794460263989,733.8653345558178
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Total fishes,761.5825458651219,759.841061024448,672.9868247796244,863.8751487988942
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Total fishes,693.7070012146422,692.222571058448,603.5312664052475,777.3318167580109
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Total fishes,856.9299342505333,855.2896483142379,739.9713677494384,953.1182006807094
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Total fishes,671.6727961569454,670.164592028545,594.1070371734809,761.2678568597241
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Total fishes,715.2271588244727,713.695835803587,624.3364688889461,805.4091462778007
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Total fishes,660.9824003676048,659.8375476342128,585.9739398435769,753.0952245069947
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Total fishes,578.385365048385,576.8278925500906,507.1390185430988,651.1778229859926
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Total fishes,594.6521959900203,593.1285169472314,516.5589404142336,665.3478875510971
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Total fishes,892.8760264583684,889.9485302036264,772.0995016733606,994.3908301362928
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Total fishes,714.2455567732133,711.5114146919939,626.660904717938,803.699864863659
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Total fishes,760.9674210304952,758.7249238072471,669.5860450164164,856.8550059608294
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Total fishes,1103.129216575509,1100.8497399335379,957.3390319663665,1229.9353115391577
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Total fishes,828.8962450877139,826.6206565158736,722.7937053040765,931.3964509261217
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Harvested,26.44780630038013,26.408813862309206,23.19600708302668,30.278148068550028
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Harvested,23.663972585406018,23.591033062500088,20.509971836116303,26.775226137769543
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Harvested,19.70977167923199,19.688044508114626,17.05864365445791,22.325672825827166
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Harvested,6.405104916541419,6.377771164795669,5.399649613586169,7.391057145461014
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Harvested,5.129293343414319,5.113889001718792,4.462665477453959,5.876875772502717
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Harvested,4.743478471139228,4.731278764588058,3.982892041329531,5.600280213242455
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Harvested,4.324048703311326,4.313123965033874,3.709041133705945,4.9950997183828605
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Harvested,4.111014459848447,4.105884162144426,3.4791515171352003,4.815084183628137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Harvested,4.963778992393978,4.938767642909721,4.288956698548274,5.731989540090409
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Harvested,4.165332510588042,4.160998505344425,3.456801686557039,4.870943306985457
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Harvested,4.193688640879754,4.183197392475428,3.569249158590208,4.8391103800453275
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Harvested,4.519797130210373,4.5215253368911466,3.8077230074839767,5.249264477944423
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Harvested,4.968822605823427,4.944288012220667,4.189619629001429,5.6225157995674415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Harvested,4.19023692013582,4.171859710769127,3.4897516940031745,4.8362221418346945
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Harvested,5.153844676380033,5.133994634226097,4.454453841228271,5.897189757663103
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Harvested,4.742170020885116,4.718652209322716,3.9837129446640653,5.521140610891105
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Harvested,4.659129885751194,4.645273881007937,3.9957873649603592,5.333892039668372
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Harvested,4.508196557249504,4.468564437524069,3.7667861704612617,5.256885829936565
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Harvested,5.334828894932969,5.3144084161991705,4.582137419690693,6.123495747317079
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Harvested,4.865744684737239,4.8542735720855035,4.076368797945348,5.670628614698284
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Harvested,5.336262870034632,5.32062925513339,4.500940769632869,6.233957233226839
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Harvested,4.860236103551632,4.848927372301932,4.0844957942588165,5.6012000562843625
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Harvested,4.194589445085339,4.175506496612517,3.5578278262632557,4.931280805943687
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Harvested,3.977208060246463,3.9678691991596136,3.32500367103858,4.644523135406648
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Harvested,3.7180114716284063,3.7036919533760404,3.096457021271917,4.419283150158249
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Harvested,4.117005926317212,4.104219608950827,3.380750413368925,4.803681943723088
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Harvested,4.385129552764676,4.351897366596262,3.614917177519224,5.124572116299234
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Harvested,4.742153173401176,4.728722310476433,4.022239222933476,5.540930275871804
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Harvested,4.59773167139439,4.575747419325493,3.8202677116854074,5.40314237383643
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Harvested,4.936249279045915,4.9124601294594985,4.081063305743791,5.733109902710343
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Harvested,26.44780630038013,26.408813862309206,23.19600708302668,30.278148068550028
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Harvested,23.663972585406018,23.591033062500088,20.509971836116303,26.775226137769543
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Harvested,19.70977167923199,19.688044508114626,17.05864365445791,22.325672825827166
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Harvested,6.405104916541419,6.377771164795669,5.399649613586169,7.391057145461014
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Harvested,5.129293343414319,5.113889001718792,4.462665477453959,5.876875772502717
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Harvested,4.743478471139228,4.731278764588058,3.982892041329531,5.600280213242455
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Harvested,4.324048703311326,4.313123965033874,3.709041133705945,4.9950997183828605
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Harvested,4.111014459848447,4.105884162144426,3.4791515171352003,4.815084183628137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Harvested,4.963778992393978,4.938767642909721,4.288956698548274,5.731989540090409
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Harvested,4.165332510588042,4.160998505344425,3.456801686557039,4.870943306985457
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Harvested,4.193688640879754,4.183197392475428,3.569249158590208,4.8391103800453275
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Harvested,4.519797130210373,4.5215253368911466,3.8077230074839767,5.249264477944423
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Harvested,4.968822605823427,4.944288012220667,4.189619629001429,5.6225157995674415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Harvested,4.19023692013582,4.171859710769127,3.4897516940031745,4.8362221418346945
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Harvested,5.153844676380033,5.133994634226097,4.454453841228271,5.897189757663103
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Harvested,4.742170020885116,4.718652209322716,3.9837129446640653,5.521140610891105
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Harvested,4.659129885751194,4.645273881007937,3.9957873649603592,5.333892039668372
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Harvested,4.508196557249504,4.468564437524069,3.7667861704612617,5.256885829936565
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Harvested,5.334828894932969,5.3144084161991705,4.582137419690693,6.123495747317079
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Harvested,4.865744684737239,4.8542735720855035,4.076368797945348,5.670628614698284
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Harvested,5.336262870034632,5.32062925513339,4.500940769632869,6.233957233226839
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Harvested,4.860236103551632,4.848927372301932,4.0844957942588165,5.6012000562843625
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Harvested,4.194589445085339,4.175506496612517,3.5578278262632557,4.931280805943687
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Harvested,3.977208060246463,3.9678691991596136,3.32500367103858,4.644523135406648
